Date,Currency,Exchange
01-03-2016,USD,1.0
01-03-2016,CAD,1.352
01-03-2016,AUD,1.3977
01-03-2016,EUR,0.9198
01-03-2016,GBP,0.7156
02-03-2016,USD,1.0
02-03-2016,CAD,1.3444
02-03-2016,AUD,1.3826
02-03-2016,EUR,0.9211
02-03-2016,GBP,0.7131
03-03-2016,USD,1.0
03-03-2016,CAD,1.3434
03-03-2016,AUD,1.3624
03-03-2016,EUR,0.9173
03-03-2016,GBP,0.7103
04-03-2016,USD,1.0
04-03-2016,CAD,1.3416
04-03-2016,AUD,1.3545
04-03-2016,EUR,0.9116
04-03-2016,GBP,0.7063
05-03-2016,USD,1.0
05-03-2016,CAD,1.3416
05-03-2016,AUD,1.3545
05-03-2016,EUR,0.9116
05-03-2016,GBP,0.7063
06-03-2016,USD,1.0
06-03-2016,CAD,1.3416
06-03-2016,AUD,1.3545
06-03-2016,EUR,0.9116
06-03-2016,GBP,0.7063
07-03-2016,USD,1.0
07-03-2016,CAD,1.3377
07-03-2016,AUD,1.349
07-03-2016,EUR,0.913
07-03-2016,GBP,0.707
08-03-2016,USD,1.0
08-03-2016,CAD,1.3325
08-03-2016,AUD,1.3415
08-03-2016,EUR,0.9068
08-03-2016,GBP,0.7037
09-03-2016,USD,1.0
09-03-2016,CAD,1.3401
09-03-2016,AUD,1.3351
09-03-2016,EUR,0.9113
09-03-2016,GBP,0.703
10-03-2016,USD,1.0
10-03-2016,CAD,1.3285
10-03-2016,AUD,1.3376
10-03-2016,EUR,0.9211
10-03-2016,GBP,0.7067
11-03-2016,USD,1.0
11-03-2016,CAD,1.3253
11-03-2016,AUD,1.3315
11-03-2016,EUR,0.9017
11-03-2016,GBP,0.6997
12-03-2016,USD,1.0
12-03-2016,CAD,1.3253
12-03-2016,AUD,1.3315
12-03-2016,EUR,0.9017
12-03-2016,GBP,0.6997
13-03-2016,USD,1.0
13-03-2016,CAD,1.3253
13-03-2016,AUD,1.3315
13-03-2016,EUR,0.9017
13-03-2016,GBP,0.6997
14-03-2016,USD,1.0
14-03-2016,CAD,1.3254
14-03-2016,AUD,1.327
14-03-2016,EUR,0.8994
14-03-2016,GBP,0.6964
15-03-2016,USD,1.0
15-03-2016,CAD,1.3351
15-03-2016,AUD,1.3392
15-03-2016,EUR,0.9002
15-03-2016,GBP,0.7054
16-03-2016,USD,1.0
16-03-2016,CAD,1.3375
16-03-2016,AUD,1.3477
16-03-2016,EUR,0.9038
16-03-2016,GBP,0.7116
17-03-2016,USD,1.0
17-03-2016,CAD,1.2997
17-03-2016,AUD,1.3109
17-03-2016,EUR,0.8841
17-03-2016,GBP,0.6915
18-03-2016,USD,1.0
18-03-2016,CAD,1.2968
18-03-2016,AUD,1.3125
18-03-2016,EUR,0.8866
18-03-2016,GBP,0.6903
19-03-2016,USD,1.0
19-03-2016,CAD,1.2968
19-03-2016,AUD,1.3125
19-03-2016,EUR,0.8866
19-03-2016,GBP,0.6903
20-03-2016,USD,1.0
20-03-2016,CAD,1.2968
20-03-2016,AUD,1.3125
20-03-2016,EUR,0.8866
20-03-2016,GBP,0.6903
21-03-2016,USD,1.0
21-03-2016,CAD,1.3045
21-03-2016,AUD,1.3148
21-03-2016,EUR,0.8872
21-03-2016,GBP,0.6947
22-03-2016,USD,1.0
22-03-2016,CAD,1.3092
22-03-2016,AUD,1.3156
22-03-2016,EUR,0.8919
22-03-2016,GBP,0.7027
23-03-2016,USD,1.0
23-03-2016,CAD,1.3138
23-03-2016,AUD,1.3231
23-03-2016,EUR,0.8952
23-03-2016,GBP,0.7071
24-03-2016,USD,1.0
24-03-2016,CAD,1.3288
24-03-2016,AUD,1.3321
24-03-2016,EUR,0.8965
24-03-2016,GBP,0.7077
25-03-2016,USD,1.0
25-03-2016,CAD,1.3288
25-03-2016,AUD,1.3321
25-03-2016,EUR,0.8965
25-03-2016,GBP,0.7077
26-03-2016,USD,1.0
26-03-2016,CAD,1.3288
26-03-2016,AUD,1.3321
26-03-2016,EUR,0.8965
26-03-2016,GBP,0.7077
27-03-2016,USD,1.0
27-03-2016,CAD,1.3288
27-03-2016,AUD,1.3321
27-03-2016,EUR,0.8965
27-03-2016,GBP,0.7077
28-03-2016,USD,1.0
28-03-2016,CAD,1.3288
28-03-2016,AUD,1.3321
28-03-2016,EUR,0.8965
28-03-2016,GBP,0.7077
29-03-2016,USD,1.0
29-03-2016,CAD,1.3169
29-03-2016,AUD,1.3312
29-03-2016,EUR,0.8933
29-03-2016,GBP,0.7008
30-03-2016,USD,1.0
30-03-2016,CAD,1.303
30-03-2016,AUD,1.304
30-03-2016,EUR,0.8831
30-03-2016,GBP,0.6939
31-03-2016,USD,1.0
31-03-2016,CAD,1.2945
31-03-2016,AUD,1.3006
31-03-2016,EUR,0.8783
31-03-2016,GBP,0.6953
01-04-2016,USD,1.0
01-04-2016,CAD,1.3028
01-04-2016,AUD,1.302
01-04-2016,EUR,0.8747
01-04-2016,GBP,0.6988
02-04-2016,USD,1.0
02-04-2016,CAD,1.3028
02-04-2016,AUD,1.302
02-04-2016,EUR,0.8747
02-04-2016,GBP,0.6988
03-04-2016,USD,1.0
03-04-2016,CAD,1.3028
03-04-2016,AUD,1.302
03-04-2016,EUR,0.8747
03-04-2016,GBP,0.6988
04-04-2016,USD,1.0
04-04-2016,CAD,1.3033
04-04-2016,AUD,1.3108
04-04-2016,EUR,0.8787
04-04-2016,GBP,0.7007
05-04-2016,USD,1.0
05-04-2016,CAD,1.3168
05-04-2016,AUD,1.3271
05-04-2016,EUR,0.8797
05-04-2016,GBP,0.7052
06-04-2016,USD,1.0
06-04-2016,CAD,1.3155
06-04-2016,AUD,1.3258
06-04-2016,EUR,0.8821
06-04-2016,GBP,0.7128
07-04-2016,USD,1.0
07-04-2016,CAD,1.3117
07-04-2016,AUD,1.3281
07-04-2016,EUR,0.88
07-04-2016,GBP,0.7104
08-04-2016,USD,1.0
08-04-2016,CAD,1.3078
08-04-2016,AUD,1.3281
08-04-2016,EUR,0.88
08-04-2016,GBP,0.7105
09-04-2016,USD,1.0
09-04-2016,CAD,1.3078
09-04-2016,AUD,1.3281
09-04-2016,EUR,0.88
09-04-2016,GBP,0.7105
10-04-2016,USD,1.0
10-04-2016,CAD,1.3078
10-04-2016,AUD,1.3281
10-04-2016,EUR,0.88
10-04-2016,GBP,0.7105
11-04-2016,USD,1.0
11-04-2016,CAD,1.2989
11-04-2016,AUD,1.3222
11-04-2016,EUR,0.878
11-04-2016,GBP,0.7029
12-04-2016,USD,1.0
12-04-2016,CAD,1.2876
12-04-2016,AUD,1.3059
12-04-2016,EUR,0.8775
12-04-2016,GBP,0.7006
13-04-2016,USD,1.0
13-04-2016,CAD,1.2804
13-04-2016,AUD,1.3071
13-04-2016,EUR,0.8851
13-04-2016,GBP,0.7027
14-04-2016,USD,1.0
14-04-2016,CAD,1.2828
14-04-2016,AUD,1.2984
14-04-2016,EUR,0.8887
14-04-2016,GBP,0.7071
15-04-2016,USD,1.0
15-04-2016,CAD,1.2881
15-04-2016,AUD,1.2981
15-04-2016,EUR,0.8862
15-04-2016,GBP,0.7052
16-04-2016,USD,1.0
16-04-2016,CAD,1.2881
16-04-2016,AUD,1.2981
16-04-2016,EUR,0.8862
16-04-2016,GBP,0.7052
17-04-2016,USD,1.0
17-04-2016,CAD,1.2881
17-04-2016,AUD,1.2981
17-04-2016,EUR,0.8862
17-04-2016,GBP,0.7052
18-04-2016,USD,1.0
18-04-2016,CAD,1.2924
18-04-2016,AUD,1.2989
18-04-2016,EUR,0.8845
18-04-2016,GBP,0.7056
19-04-2016,USD,1.0
19-04-2016,CAD,1.2711
19-04-2016,AUD,1.2825
19-04-2016,EUR,0.8816
19-04-2016,GBP,0.6962
20-04-2016,USD,1.0
20-04-2016,CAD,1.2673
20-04-2016,AUD,1.2792
20-04-2016,EUR,0.8788
20-04-2016,GBP,0.6951
21-04-2016,USD,1.0
21-04-2016,CAD,1.2634
21-04-2016,AUD,1.2766
21-04-2016,EUR,0.8807
21-04-2016,GBP,0.693
22-04-2016,USD,1.0
22-04-2016,CAD,1.2734
22-04-2016,AUD,1.2936
22-04-2016,EUR,0.8879
22-04-2016,GBP,0.6955
23-04-2016,USD,1.0
23-04-2016,CAD,1.2734
23-04-2016,AUD,1.2936
23-04-2016,EUR,0.8879
23-04-2016,GBP,0.6955
24-04-2016,USD,1.0
24-04-2016,CAD,1.2734
24-04-2016,AUD,1.2936
24-04-2016,EUR,0.8879
24-04-2016,GBP,0.6955
25-04-2016,USD,1.0
25-04-2016,CAD,1.2683
25-04-2016,AUD,1.295
25-04-2016,EUR,0.8878
25-04-2016,GBP,0.6893
26-04-2016,USD,1.0
26-04-2016,CAD,1.2648
26-04-2016,AUD,1.2935
26-04-2016,EUR,0.886
26-04-2016,GBP,0.6865
27-04-2016,USD,1.0
27-04-2016,CAD,1.2583
27-04-2016,AUD,1.3169
27-04-2016,EUR,0.8847
27-04-2016,GBP,0.6854
28-04-2016,USD,1.0
28-04-2016,CAD,1.2557
28-04-2016,AUD,1.3124
28-04-2016,EUR,0.8804
28-04-2016,GBP,0.6853
29-04-2016,USD,1.0
29-04-2016,CAD,1.2528
29-04-2016,AUD,1.3109
29-04-2016,EUR,0.877
29-04-2016,GBP,0.6842
30-04-2016,USD,1.0
30-04-2016,CAD,1.2528
30-04-2016,AUD,1.3109
30-04-2016,EUR,0.877
30-04-2016,GBP,0.6842
01-05-2016,USD,1.0
01-05-2016,CAD,1.2528
01-05-2016,AUD,1.3109
01-05-2016,EUR,0.877
01-05-2016,GBP,0.6842
02-05-2016,USD,1.0
02-05-2016,CAD,1.2519
02-05-2016,AUD,1.3073
02-05-2016,EUR,0.8701
02-05-2016,GBP,0.6808
03-05-2016,USD,1.0
03-05-2016,CAD,1.2584
03-05-2016,AUD,1.3228
03-05-2016,EUR,0.8644
03-05-2016,GBP,0.6837
04-05-2016,USD,1.0
04-05-2016,CAD,1.2751
04-05-2016,AUD,1.3367
04-05-2016,EUR,0.8692
04-05-2016,GBP,0.6891
05-05-2016,USD,1.0
05-05-2016,CAD,1.282
05-05-2016,AUD,1.3346
05-05-2016,EUR,0.8742
05-05-2016,GBP,0.6894
06-05-2016,USD,1.0
06-05-2016,CAD,1.2879
06-05-2016,AUD,1.3565
06-05-2016,EUR,0.8751
06-05-2016,GBP,0.69
07-05-2016,USD,1.0
07-05-2016,CAD,1.2879
07-05-2016,AUD,1.3565
07-05-2016,EUR,0.8751
07-05-2016,GBP,0.69
08-05-2016,USD,1.0
08-05-2016,CAD,1.2879
08-05-2016,AUD,1.3565
08-05-2016,EUR,0.8751
08-05-2016,GBP,0.69
09-05-2016,USD,1.0
09-05-2016,CAD,1.2938
09-05-2016,AUD,1.3641
09-05-2016,EUR,0.8776
09-05-2016,GBP,0.6933
10-05-2016,USD,1.0
10-05-2016,CAD,1.2962
10-05-2016,AUD,1.3614
10-05-2016,EUR,0.8791
10-05-2016,GBP,0.6924
11-05-2016,USD,1.0
11-05-2016,CAD,1.2872
11-05-2016,AUD,1.3563
11-05-2016,EUR,0.8765
11-05-2016,GBP,0.6921
12-05-2016,USD,1.0
12-05-2016,CAD,1.2814
12-05-2016,AUD,1.3646
12-05-2016,EUR,0.878
12-05-2016,GBP,0.6927
13-05-2016,USD,1.0
13-05-2016,CAD,1.2882
13-05-2016,AUD,1.3728
13-05-2016,EUR,0.8812
13-05-2016,GBP,0.694
14-05-2016,USD,1.0
14-05-2016,CAD,1.2882
14-05-2016,AUD,1.3728
14-05-2016,EUR,0.8812
14-05-2016,GBP,0.694
15-05-2016,USD,1.0
15-05-2016,CAD,1.2882
15-05-2016,AUD,1.3728
15-05-2016,EUR,0.8812
15-05-2016,GBP,0.694
16-05-2016,USD,1.0
16-05-2016,CAD,1.2923
16-05-2016,AUD,1.3711
16-05-2016,EUR,0.8831
16-05-2016,GBP,0.6959
17-05-2016,USD,1.0
17-05-2016,CAD,1.2927
17-05-2016,AUD,1.3657
17-05-2016,EUR,0.8835
17-05-2016,GBP,0.6905
18-05-2016,USD,1.0
18-05-2016,CAD,1.2977
18-05-2016,AUD,1.3761
18-05-2016,EUR,0.8866
18-05-2016,GBP,0.687
19-05-2016,USD,1.0
19-05-2016,CAD,1.311
19-05-2016,AUD,1.3899
19-05-2016,EUR,0.8931
19-05-2016,GBP,0.684
20-05-2016,USD,1.0
20-05-2016,CAD,1.3106
20-05-2016,AUD,1.3833
20-05-2016,EUR,0.8913
20-05-2016,GBP,0.6864
21-05-2016,USD,1.0
21-05-2016,CAD,1.3106
21-05-2016,AUD,1.3833
21-05-2016,EUR,0.8913
21-05-2016,GBP,0.6864
22-05-2016,USD,1.0
22-05-2016,CAD,1.3106
22-05-2016,AUD,1.3833
22-05-2016,EUR,0.8913
22-05-2016,GBP,0.6864
23-05-2016,USD,1.0
23-05-2016,CAD,1.3148
23-05-2016,AUD,1.3858
23-05-2016,EUR,0.8917
23-05-2016,GBP,0.6905
24-05-2016,USD,1.0
24-05-2016,CAD,1.3148
24-05-2016,AUD,1.3966
24-05-2016,EUR,0.8954
24-05-2016,GBP,0.6851
25-05-2016,USD,1.0
25-05-2016,CAD,1.3106
25-05-2016,AUD,1.3884
25-05-2016,EUR,0.8972
25-05-2016,GBP,0.6812
26-05-2016,USD,1.0
26-05-2016,CAD,1.2932
26-05-2016,AUD,1.3862
26-05-2016,EUR,0.8954
26-05-2016,GBP,0.6802
27-05-2016,USD,1.0
27-05-2016,CAD,1.3037
27-05-2016,AUD,1.3864
27-05-2016,EUR,0.8954
27-05-2016,GBP,0.6827
28-05-2016,USD,1.0
28-05-2016,CAD,1.3037
28-05-2016,AUD,1.3864
28-05-2016,EUR,0.8954
28-05-2016,GBP,0.6827
29-05-2016,USD,1.0
29-05-2016,CAD,1.3037
29-05-2016,AUD,1.3864
29-05-2016,EUR,0.8954
29-05-2016,GBP,0.6827
30-05-2016,USD,1.0
30-05-2016,CAD,1.3039
30-05-2016,AUD,1.3919
30-05-2016,EUR,0.8977
30-05-2016,GBP,0.6834
31-05-2016,USD,1.0
31-05-2016,CAD,1.3027
31-05-2016,AUD,1.3776
31-05-2016,EUR,0.8965
31-05-2016,GBP,0.683
01-06-2016,USD,1.0
01-06-2016,CAD,1.3054
01-06-2016,AUD,1.3755
01-06-2016,EUR,0.8949
01-06-2016,GBP,0.6923
02-06-2016,USD,1.0
02-06-2016,CAD,1.3105
02-06-2016,AUD,1.3868
02-06-2016,EUR,0.8938
02-06-2016,GBP,0.6912
03-06-2016,USD,1.0
03-06-2016,CAD,1.3084
03-06-2016,AUD,1.3804
03-06-2016,EUR,0.8965
03-06-2016,GBP,0.6929
04-06-2016,USD,1.0
04-06-2016,CAD,1.3084
04-06-2016,AUD,1.3804
04-06-2016,EUR,0.8965
04-06-2016,GBP,0.6929
05-06-2016,USD,1.0
05-06-2016,CAD,1.3084
05-06-2016,AUD,1.3804
05-06-2016,EUR,0.8965
05-06-2016,GBP,0.6929
06-06-2016,USD,1.0
06-06-2016,CAD,1.2922
06-06-2016,AUD,1.3584
06-06-2016,EUR,0.8811
06-06-2016,GBP,0.6936
07-06-2016,USD,1.0
07-06-2016,CAD,1.2782
07-06-2016,AUD,1.3447
07-06-2016,EUR,0.8812
07-06-2016,GBP,0.6863
08-06-2016,USD,1.0
08-06-2016,CAD,1.2682
08-06-2016,AUD,1.3384
08-06-2016,EUR,0.8789
08-06-2016,GBP,0.686
09-06-2016,USD,1.0
09-06-2016,CAD,1.2747
09-06-2016,AUD,1.3444
09-06-2016,EUR,0.8816
09-06-2016,GBP,0.6915
10-06-2016,USD,1.0
10-06-2016,CAD,1.2748
10-06-2016,AUD,1.3512
10-06-2016,EUR,0.8846
10-06-2016,GBP,0.6943
11-06-2016,USD,1.0
11-06-2016,CAD,1.2748
11-06-2016,AUD,1.3512
11-06-2016,EUR,0.8846
11-06-2016,GBP,0.6943
12-06-2016,USD,1.0
12-06-2016,CAD,1.2748
12-06-2016,AUD,1.3512
12-06-2016,EUR,0.8846
12-06-2016,GBP,0.6943
13-06-2016,USD,1.0
13-06-2016,CAD,1.2771
13-06-2016,AUD,1.3514
13-06-2016,EUR,0.8875
13-06-2016,GBP,0.7057
14-06-2016,USD,1.0
14-06-2016,CAD,1.2872
14-06-2016,AUD,1.361
14-06-2016,EUR,0.8909
14-06-2016,GBP,0.708
15-06-2016,USD,1.0
15-06-2016,CAD,1.2857
15-06-2016,AUD,1.3524
15-06-2016,EUR,0.8905
15-06-2016,GBP,0.7049
16-06-2016,USD,1.0
16-06-2016,CAD,1.3003
16-06-2016,AUD,1.3614
16-06-2016,EUR,0.8949
16-06-2016,GBP,0.7073
17-06-2016,USD,1.0
17-06-2016,CAD,1.2901
17-06-2016,AUD,1.3537
17-06-2016,EUR,0.8886
17-06-2016,GBP,0.6999
18-06-2016,USD,1.0
18-06-2016,CAD,1.2901
18-06-2016,AUD,1.3537
18-06-2016,EUR,0.8886
18-06-2016,GBP,0.6999
19-06-2016,USD,1.0
19-06-2016,CAD,1.2901
19-06-2016,AUD,1.3537
19-06-2016,EUR,0.8886
19-06-2016,GBP,0.6999
20-06-2016,USD,1.0
20-06-2016,CAD,1.2813
20-06-2016,AUD,1.3403
20-06-2016,EUR,0.8825
20-06-2016,GBP,0.6828
21-06-2016,USD,1.0
21-06-2016,CAD,1.2773
21-06-2016,AUD,1.3322
21-06-2016,EUR,0.8839
21-06-2016,GBP,0.6784
22-06-2016,USD,1.0
22-06-2016,CAD,1.2762
22-06-2016,AUD,1.3324
22-06-2016,EUR,0.8863
22-06-2016,GBP,0.6806
23-06-2016,USD,1.0
23-06-2016,CAD,1.2747
23-06-2016,AUD,1.3223
23-06-2016,EUR,0.878
23-06-2016,GBP,0.6725
24-06-2016,USD,1.0
24-06-2016,CAD,1.3006
24-06-2016,AUD,1.3474
24-06-2016,EUR,0.9037
24-06-2016,GBP,0.7297
25-06-2016,USD,1.0
25-06-2016,CAD,1.3006
25-06-2016,AUD,1.3474
25-06-2016,EUR,0.9037
25-06-2016,GBP,0.7297
26-06-2016,USD,1.0
26-06-2016,CAD,1.3006
26-06-2016,AUD,1.3474
26-06-2016,EUR,0.9037
26-06-2016,GBP,0.7297
27-06-2016,USD,1.0
27-06-2016,CAD,1.3048
27-06-2016,AUD,1.3509
27-06-2016,EUR,0.9093
27-06-2016,GBP,0.7583
28-06-2016,USD,1.0
28-06-2016,CAD,1.3039
28-06-2016,AUD,1.3532
28-06-2016,EUR,0.9031
28-06-2016,GBP,0.747
29-06-2016,USD,1.0
29-06-2016,CAD,1.2991
29-06-2016,AUD,1.3445
29-06-2016,EUR,0.9017
29-06-2016,GBP,0.7444
30-06-2016,USD,1.0
30-06-2016,CAD,1.2956
30-06-2016,AUD,1.3447
30-06-2016,EUR,0.9007
30-06-2016,GBP,0.7445
01-07-2016,USD,1.0
01-07-2016,CAD,1.2923
01-07-2016,AUD,1.3367
01-07-2016,EUR,0.8981
01-07-2016,GBP,0.7529
02-07-2016,USD,1.0
02-07-2016,CAD,1.2923
02-07-2016,AUD,1.3367
02-07-2016,EUR,0.8981
02-07-2016,GBP,0.7529
03-07-2016,USD,1.0
03-07-2016,CAD,1.2923
03-07-2016,AUD,1.3367
03-07-2016,EUR,0.8981
03-07-2016,GBP,0.7529
04-07-2016,USD,1.0
04-07-2016,CAD,1.2864
04-07-2016,AUD,1.3281
04-07-2016,EUR,0.8978
04-07-2016,GBP,0.7533
05-07-2016,USD,1.0
05-07-2016,CAD,1.2936
05-07-2016,AUD,1.337
05-07-2016,EUR,0.8972
05-07-2016,GBP,0.7626
06-07-2016,USD,1.0
06-07-2016,CAD,1.3026
06-07-2016,AUD,1.3382
06-07-2016,EUR,0.9034
06-07-2016,GBP,0.7706
07-07-2016,USD,1.0
07-07-2016,CAD,1.2931
07-07-2016,AUD,1.3301
07-07-2016,EUR,0.9025
07-07-2016,GBP,0.7679
08-07-2016,USD,1.0
08-07-2016,CAD,1.3014
08-07-2016,AUD,1.3307
08-07-2016,EUR,0.9033
08-07-2016,GBP,0.77
09-07-2016,USD,1.0
09-07-2016,CAD,1.3014
09-07-2016,AUD,1.3307
09-07-2016,EUR,0.9033
09-07-2016,GBP,0.77
10-07-2016,USD,1.0
10-07-2016,CAD,1.3014
10-07-2016,AUD,1.3307
10-07-2016,EUR,0.9033
10-07-2016,GBP,0.77
11-07-2016,USD,1.0
11-07-2016,CAD,1.3066
11-07-2016,AUD,1.3229
11-07-2016,EUR,0.9051
11-07-2016,GBP,0.7702
12-07-2016,USD,1.0
12-07-2016,CAD,1.3029
12-07-2016,AUD,1.3101
12-07-2016,EUR,0.9016
12-07-2016,GBP,0.7598
13-07-2016,USD,1.0
13-07-2016,CAD,1.3053
13-07-2016,AUD,1.3111
13-07-2016,EUR,0.9032
13-07-2016,GBP,0.7532
14-07-2016,USD,1.0
14-07-2016,CAD,1.2926
14-07-2016,AUD,1.3075
14-07-2016,EUR,0.8963
14-07-2016,GBP,0.7467
15-07-2016,USD,1.0
15-07-2016,CAD,1.2866
15-07-2016,AUD,1.3064
15-07-2016,EUR,0.8986
15-07-2016,GBP,0.7483
16-07-2016,USD,1.0
16-07-2016,CAD,1.2866
16-07-2016,AUD,1.3064
16-07-2016,EUR,0.8986
16-07-2016,GBP,0.7483
17-07-2016,USD,1.0
17-07-2016,CAD,1.2866
17-07-2016,AUD,1.3064
17-07-2016,EUR,0.8986
17-07-2016,GBP,0.7483
18-07-2016,USD,1.0
18-07-2016,CAD,1.2951
18-07-2016,AUD,1.317
18-07-2016,EUR,0.9047
18-07-2016,GBP,0.7543
19-07-2016,USD,1.0
19-07-2016,CAD,1.3017
19-07-2016,AUD,1.3346
19-07-2016,EUR,0.9062
19-07-2016,GBP,0.7608
20-07-2016,USD,1.0
20-07-2016,CAD,1.3059
20-07-2016,AUD,1.3359
20-07-2016,EUR,0.908
20-07-2016,GBP,0.7591
21-07-2016,USD,1.0
21-07-2016,CAD,1.3051
21-07-2016,AUD,1.3355
21-07-2016,EUR,0.9079
21-07-2016,GBP,0.7589
22-07-2016,USD,1.0
22-07-2016,CAD,1.3107
22-07-2016,AUD,1.3362
22-07-2016,EUR,0.9079
22-07-2016,GBP,0.7636
23-07-2016,USD,1.0
23-07-2016,CAD,1.3107
23-07-2016,AUD,1.3362
23-07-2016,EUR,0.9079
23-07-2016,GBP,0.7636
24-07-2016,USD,1.0
24-07-2016,CAD,1.3107
24-07-2016,AUD,1.3362
24-07-2016,EUR,0.9079
24-07-2016,GBP,0.7636
25-07-2016,USD,1.0
25-07-2016,CAD,1.3172
25-07-2016,AUD,1.3355
25-07-2016,EUR,0.9106
25-07-2016,GBP,0.7619
26-07-2016,USD,1.0
26-07-2016,CAD,1.3234
26-07-2016,AUD,1.3275
26-07-2016,EUR,0.9093
26-07-2016,GBP,0.7612
27-07-2016,USD,1.0
27-07-2016,CAD,1.319
27-07-2016,AUD,1.3388
27-07-2016,EUR,0.9098
27-07-2016,GBP,0.7631
28-07-2016,USD,1.0
28-07-2016,CAD,1.3161
28-07-2016,AUD,1.3287
28-07-2016,EUR,0.9017
28-07-2016,GBP,0.7594
29-07-2016,USD,1.0
29-07-2016,CAD,1.3176
29-07-2016,AUD,1.3302
29-07-2016,EUR,0.8998
29-07-2016,GBP,0.7595
30-07-2016,USD,1.0
30-07-2016,CAD,1.3176
30-07-2016,AUD,1.3302
30-07-2016,EUR,0.8998
30-07-2016,GBP,0.7595
31-07-2016,USD,1.0
31-07-2016,CAD,1.3176
31-07-2016,AUD,1.3302
31-07-2016,EUR,0.8998
31-07-2016,GBP,0.7595
01-08-2016,USD,1.0
01-08-2016,CAD,1.3066
01-08-2016,AUD,1.3213
01-08-2016,EUR,0.8957
01-08-2016,GBP,0.7573
02-08-2016,USD,1.0
02-08-2016,CAD,1.3051
02-08-2016,AUD,1.3148
02-08-2016,EUR,0.8934
02-08-2016,GBP,0.7532
03-08-2016,USD,1.0
03-08-2016,CAD,1.31
03-08-2016,AUD,1.317
03-08-2016,EUR,0.8929
03-08-2016,GBP,0.7492
04-08-2016,USD,1.0
04-08-2016,CAD,1.3053
04-08-2016,AUD,1.3114
04-08-2016,EUR,0.898
04-08-2016,GBP,0.7597
05-08-2016,USD,1.0
05-08-2016,CAD,1.3023
05-08-2016,AUD,1.3058
05-08-2016,EUR,0.8964
05-08-2016,GBP,0.7602
06-08-2016,USD,1.0
06-08-2016,CAD,1.3023
06-08-2016,AUD,1.3058
06-08-2016,EUR,0.8964
06-08-2016,GBP,0.7602
07-08-2016,USD,1.0
07-08-2016,CAD,1.3023
07-08-2016,AUD,1.3058
07-08-2016,EUR,0.8964
07-08-2016,GBP,0.7602
08-08-2016,USD,1.0
08-08-2016,CAD,1.3144
08-08-2016,AUD,1.3096
08-08-2016,EUR,0.902
08-08-2016,GBP,0.7663
09-08-2016,USD,1.0
09-08-2016,CAD,1.3149
09-08-2016,AUD,1.3056
09-08-2016,EUR,0.9027
09-08-2016,GBP,0.7709
10-08-2016,USD,1.0
10-08-2016,CAD,1.3016
10-08-2016,AUD,1.292
10-08-2016,EUR,0.8941
10-08-2016,GBP,0.7649
11-08-2016,USD,1.0
11-08-2016,CAD,1.3054
11-08-2016,AUD,1.2965
11-08-2016,EUR,0.8966
11-08-2016,GBP,0.7714
12-08-2016,USD,1.0
12-08-2016,CAD,1.2975
12-08-2016,AUD,1.3027
12-08-2016,EUR,0.8962
12-08-2016,GBP,0.7712
13-08-2016,USD,1.0
13-08-2016,CAD,1.2975
13-08-2016,AUD,1.3027
13-08-2016,EUR,0.8962
13-08-2016,GBP,0.7712
14-08-2016,USD,1.0
14-08-2016,CAD,1.2975
14-08-2016,AUD,1.3027
14-08-2016,EUR,0.8962
14-08-2016,GBP,0.7712
15-08-2016,USD,1.0
15-08-2016,CAD,1.2921
15-08-2016,AUD,1.3038
15-08-2016,EUR,0.8945
15-08-2016,GBP,0.7753
16-08-2016,USD,1.0
16-08-2016,CAD,1.2817
16-08-2016,AUD,1.2928
16-08-2016,EUR,0.8853
16-08-2016,GBP,0.7708
17-08-2016,USD,1.0
17-08-2016,CAD,1.2885
17-08-2016,AUD,1.3107
17-08-2016,EUR,0.8868
17-08-2016,GBP,0.7684
18-08-2016,USD,1.0
18-08-2016,CAD,1.2829
18-08-2016,AUD,1.3043
18-08-2016,EUR,0.8833
18-08-2016,GBP,0.7603
19-08-2016,USD,1.0
19-08-2016,CAD,1.2844
19-08-2016,AUD,1.3135
19-08-2016,EUR,0.8829
19-08-2016,GBP,0.7641
20-08-2016,USD,1.0
20-08-2016,CAD,1.2844
20-08-2016,AUD,1.3135
20-08-2016,EUR,0.8829
20-08-2016,GBP,0.7641
21-08-2016,USD,1.0
21-08-2016,CAD,1.2844
21-08-2016,AUD,1.3135
21-08-2016,EUR,0.8829
21-08-2016,GBP,0.7641
22-08-2016,USD,1.0
22-08-2016,CAD,1.2915
22-08-2016,AUD,1.314
22-08-2016,EUR,0.8845
22-08-2016,GBP,0.7628
23-08-2016,USD,1.0
23-08-2016,CAD,1.2898
23-08-2016,AUD,1.3073
23-08-2016,EUR,0.8819
23-08-2016,GBP,0.7584
24-08-2016,USD,1.0
24-08-2016,CAD,1.294
24-08-2016,AUD,1.3119
24-08-2016,EUR,0.8875
24-08-2016,GBP,0.7555
25-08-2016,USD,1.0
25-08-2016,CAD,1.2929
25-08-2016,AUD,1.3144
25-08-2016,EUR,0.8857
25-08-2016,GBP,0.7579
26-08-2016,USD,1.0
26-08-2016,CAD,1.2884
26-08-2016,AUD,1.3083
26-08-2016,EUR,0.8857
26-08-2016,GBP,0.7569
27-08-2016,USD,1.0
27-08-2016,CAD,1.2884
27-08-2016,AUD,1.3083
27-08-2016,EUR,0.8857
27-08-2016,GBP,0.7569
